time,Lfoot-m,Lfoot-l,Lfoot-u,Rfoot-m,Rfoot-l,Rfoot-u
51.515151515151516,-8.01778075757576,-19.65726576823753,3.62170425308601,,,
52.525252525252526,-9.376490050505051,-22.194199330307725,3.4412192292976247,,,
53.535353535353536,-10.852056565656566,-24.887158850559054,3.1830457192459196,,,
54.54545454545455,-12.437838636363635,-27.7030012900184,2.827324017291131,,,
55.55555555555556,-14.110047777777776,-30.57013499959681,2.3500394440412578,,,
56.56565656565657,-15.839741717171723,-33.40721180163314,1.7277283672896928,,,
57.57575757575758,-17.586489393939395,-36.089767902773886,0.9167891148950957,,,
58.58585858585859,-19.313458232323235,-38.55474081323976,-0.07217565140670956,,,
59.5959595959596,-21.010516616161617,-40.79890969458473,-1.2221235377385042,,,
60.60606060606061,-22.671084090909087,-42.87165054789557,-2.4705176339226043,,,
61.61616161616162,-24.29301535353535,-44.840400142546926,-3.7456305645237684,,,
62.62626262626263,-25.835489747474742,-46.67915715309277,-4.991822341856718,,,
63.63636363636364,-27.23628909090909,-48.29687523868929,-6.17570294312889,,,
64.64646464646465,-28.438743636363636,-49.585626228240216,-7.29186104448706,,,
65.65656565656566,-29.433519242424246,-50.533705741490195,-8.333332743358298,,,
66.66666666666667,-30.236345000000007,-51.124876166331646,-9.347813833668368,,,
67.67676767676768,-30.8529445959596,-51.347112913405425,-10.358776278513773,,,
68.68686868686869,-31.33605752525252,-51.31355412576896,-11.358560924736082,,,
69.6969696969697,-31.731505,-51.159625052903195,-12.303384947096799,,,
70.70707070707071,-32.08724808080809,-51.054751521015355,-13.119744640600821,,,
71.71717171717172,-32.437393484848485,-51.11833966130487,-13.756447308392097,,,
72.72727272727273,-32.68952136363637,-51.155060829896286,-14.223981897376465,,,
73.73737373737374,-32.789124444444454,-50.947338750095966,-14.630910138792945,,,
74.74747474747475,-32.69335065656566,-50.39353358679921,-14.993167726332114,,,
75.75757575757576,-32.482583181818185,-49.81366847926391,-15.151497884372464,,,
76.76767676767678,-32.21396287878788,-49.54114972233807,-14.886776035237695,,,
77.77777777777779,-31.882046111111105,-49.65399106204892,-14.110101160173297,,,
78.7878787878788,-31.412453333333325,-49.961631634838184,-12.863275031828461,,,
79.7979797979798,-30.723293232323226,-50.19366541616438,-11.252921048482069,,,
80.80808080808082,-29.716193737373736,-50.03006220967808,-9.40232526506939,,,
81.81818181818183,-28.30508318181818,-49.218257414132665,-7.391908949503694,,,
82.82828282828284,-26.452037171717173,-47.61080867318417,-5.293265670250175,,,
83.83838383838385,-24.198622727272728,-45.246297543920235,-3.1509479106252236,,,
84.84848484848486,-21.63690924242424,-42.259845781060676,-1.0139727037878075,,,
85.85858585858587,-18.872861969696963,-38.83882426874246,1.0931003293485304,,,
86.86868686868688,-15.991611666666662,-35.14049155332008,3.1572682199867597,,,
87.87878787878789,-13.054587878787876,-31.286690922163736,5.1775151645879856,,,
88.8888888888889,-10.094137222222221,-27.33923764844466,7.150963204000215,,,
89.89898989898991,-7.132379898989898,-23.353034648199205,9.088274850219412,,,
90.90909090909092,-4.168333636363636,-19.366919672399824,11.030252399672552,,,
91.91919191919193,-1.2118084343434345,-15.429450301453908,13.00583343276704,,,
92.92929292929294,1.7117058080808096,-11.601903946921919,15.025315563083538,,,
93.93939393939395,4.5070398484848475,-8.025512517536795,17.03959221450649,,,
94.94949494949496,7.056248434343433,-4.842782858464498,18.955279727151364,,,
95.95959595959597,9.215100757575758,-2.1610391467436774,20.591240661895192,,,
96.96969696969697,10.879665303030302,-0.0045940278101141985,21.76392463387072,,,
97.97979797979798,11.952432929292929,1.6251588750845194,22.279706983501338,,,
98.98989898989899,12.31069505050505,2.6819945610172358,21.939395539992866,,,
100.0,12.009190000000002,3.2291621342754286,20.789217865724574,,,
0.0,-6.821384999999999,-18.920110686752096,5.2773406867520976,,,
1.0101010101010102,-7.9092390404040405,-21.244203564075576,5.425725483267497,,,
2.0202020202020203,-9.10618313131313,-23.68844457087879,5.476078308252529,,,
3.0303030303030303,-10.417280757575757,-26.173407421084995,5.33884590593348,,,
4.040404040404041,-11.807045454545454,-28.522780713857998,4.9086898047670875,,,
5.050505050505051,-13.273445505050503,-30.643386143259743,4.0964951331587365,,,
6.0606060606060606,-14.83984984848485,-32.49702851796502,2.817328820995318,,,
7.070707070707071,-16.526112525252522,-34.08983853475961,1.0376134842545675,,,
8.080808080808081,-18.397714696969693,-35.59727158058779,-1.1981578133515995,,,
9.090909090909092,-20.502765909090908,-37.230882903001415,-3.7746489151803964,,,
10.101010101010102,-22.859808535353533,-39.160150243802164,-6.559466826904902,,,
11.111111111111112,-25.473898333333334,-41.52964801510911,-9.418148651557559,,,
12.121212121212121,-28.295951060606058,-44.36300911851895,-12.228893002693162,,,
13.131313131313131,-31.217904343434345,-47.54359999029208,-14.892208696576606,,,
14.141414141414142,-34.08290373737374,-50.79270397383888,-17.373103500908602,,,
15.151515151515152,-36.69609439393939,-53.71794869595459,-19.67424009192419,,,
16.161616161616163,-38.88304757575757,-56.00887451411671,-21.757220637398436,,,
17.171717171717173,-40.50712858585859,-57.4963847670963,-23.517872404620874,,,
18.181818181818183,-41.50651772727272,-58.15593466780098,-24.857100786744464,,,
19.191919191919194,-41.89477025252525,-58.081064730305016,-25.708475774745484,,,
20.202020202020204,-41.704179595959594,-57.31656134834902,-26.09179784357017,,,
21.212121212121215,-41.015285909090906,-56.008457312749876,-26.022114505431936,,,
22.222222222222225,-39.91616555555555,-54.33814466760854,-25.494186443502564,,,
23.232323232323235,-38.49565196969697,-52.47050048075695,-24.520803458636998,,,
24.242424242424242,-36.83666757575757,-50.59017889116304,-23.083156260352105,,,
25.252525252525253,-35.00868535353536,-48.82322290047052,-21.194147806600206,,,
26.262626262626263,-33.04190823232324,-47.214162676141925,-18.86965378850455,,,
27.272727272727273,-30.94851318181818,-45.72186309534014,-16.175163268296217,,,
28.282828282828284,-28.727046616161612,-44.24337912431193,-13.210714108011299,,,
29.292929292929294,-26.402450757575764,-42.69926140798053,-10.105640107170995,,,
